mitre_id,name,description,aliases,techniques
S1194,Akira _v2,[Akira _v2](https://attack.mitre.org/software/S1194) is a Rust-based variant of [Akira](https://attack.mitre.org/software/S1129) ransomware that has been in use since at least 2024. [Akira _v2](https://attack.mitre.org/software/S1194) is designed to target VMware ESXi servers and includes a new command-line argument set and other expanded capabilities.(Citation: CISA Akira Ransomware APR 2024)(Citation: Cisco Akira Ransomware OCT 2024)(Citation: Palo Alto Howling Scorpius DEC 2024),Akira _v2,T1083|T1480|T1486|T1489|T1543|T1654
S0461,SDBbot,[SDBbot](https://attack.mitre.org/software/S0461) is a backdoor with installer and loader components that has been used by [TA505](https://attack.mitre.org/groups/G0092) since at least 2019.(Citation: Proofpoint TA505 October 2019)(Citation: IBM TA505 April 2020),SDBbot,T1005|T1016|T1021.001|T1027|T1027.002|T1033|T1041|T1055.001|T1057|T1059.003|T1070|T1070.004|T1082|T1083|T1090|T1095|T1105|T1125|T1140|T1218.011|T1546.011|T1546.012|T1547.001|T1614
S0256,Mosquito,"[Mosquito](https://attack.mitre.org/software/S0256) is a Win32 backdoor that has been used by [Turla](https://attack.mitre.org/groups/G0010). [Mosquito](https://attack.mitre.org/software/S0256) is made up of three parts: the installer, the launcher, and the backdoor. The main backdoor is called CommanderDLL and is launched by the loader program. (Citation: ESET Turla Mosquito Jan 2018)",Mosquito,T1016|T1027.011|T1027.013|T1033|T1047|T1057|T1059.001|T1059.003|T1070.004|T1105|T1106|T1112|T1218.011|T1518.001|T1546.015|T1547.001|T1573.001
S0148,RTM,[RTM](https://attack.mitre.org/software/S0148) is custom malware written in Delphi. It is used by the group of the same name ([RTM](https://attack.mitre.org/groups/G0048)). Newer versions of the malware have been reported publicly as Redaman.(Citation: ESET RTM Feb 2017)(Citation: Unit42 Redaman January 2019),RTM|Redaman,T1027|T1027.015|T1033|T1036|T1036.004|T1053.005|T1056.001|T1057|T1059.003|T1070.004|T1070.009|T1071.001|T1082|T1083|T1102.001|T1105|T1106|T1112|T1113|T1115|T1119|T1120|T1124|T1204.002|T1218.011|T1219|T1497|T1518|T1518.001|T1547.001|T1548.002|T1553.002|T1553.004|T1559.002|T1566.001|T1568|T1571|T1573.001
S1076,QUIETCANARY,[QUIETCANARY](https://attack.mitre.org/software/S1076) is a backdoor tool written in .NET that has been used since at least 2022 to gather and exfiltrate data from victim networks.(Citation: Mandiant Suspected Turla Campaign February 2023),QUIETCANARY|Tunnus,T1012|T1016|T1071.001|T1074|T1106|T1132.001|T1140|T1564.003|T1573.001
S0021,Derusbi,[Derusbi](https://attack.mitre.org/software/S0021) is malware used by multiple Chinese APT groups.(Citation: Novetta-Axiom)(Citation: ThreatConnect Anthem) Both Windows and Linux variants have been observed.(Citation: Fidelis Turbo),Derusbi|PHOTO,T1008|T1012|T1033|T1055.001|T1056.001|T1057|T1059.004|T1070.004|T1070.006|T1082|T1083|T1095|T1113|T1123|T1125|T1218.010|T1571|T1573.001
S1180,BlackByte Ransomware,"[BlackByte Ransomware](https://attack.mitre.org/software/S1180) is uniquely associated with [BlackByte](https://attack.mitre.org/groups/G1043) operations. [BlackByte Ransomware](https://attack.mitre.org/software/S1180) used a common key for infections, allowing for the creation of a universal decryptor.(Citation: Trustwave BlackByte 2021)(Citation: FBI BlackByte 2022) [BlackByte Ransomware](https://attack.mitre.org/software/S1180) was replaced in [BlackByte](https://attack.mitre.org/groups/G1043",BlackByte Ransomware,T1012|T1021.002|T1027.013|T1046|T1053.005|T1059.007|T1082|T1106|T1112|T1135|T1140|T1222.001|T1480|T1486|T1490|T1497.001|T1518.001|T1570|T1614.001|T1685|T1689
S9028,PHPsert,"[PHPsert](https://attack.mitre.org/software/S9028) is a webshell used to execute PHP code that has been in use since at least 2023 against targets in Japan, Singapore, Peru, Taiwan, Iran, Republic of Korea, and the Philippines. [PHPsert](https://attack.mitre.org/software/S9028) is not typically deployed as a standalone but integrated into web content such as text editors and content management systems.(Citation: sentinelone operationDigitalEye Dec 2024)",PHPsert,T1027.013|T1071.001|T1105|T1132.001|T1140|T1505.003
S0627,SodaMaster,[SodaMaster](https://attack.mitre.org/software/S0627) is a fileless malware used by [menuPass](https://attack.mitre.org/groups/G0045) to download and execute payloads since at least 2020.(Citation: Securelist APT10 March 2021),SodaMaster|DARKTOWN|dfls|DelfsCake,T1012|T1027|T1033|T1057|T1082|T1105|T1106|T1497.001|T1497.003|T1573.001|T1573.002
S0009,Hikit,[Hikit](https://attack.mitre.org/software/S0009) is malware that has been used by [Axiom](https://attack.mitre.org/groups/G0001) for late-stage persistence and exfiltration after the initial compromise.(Citation: Novetta-Axiom)(Citation: FireEye Hikit Rootkit),Hikit,T1005|T1014|T1059.003|T1071.001|T1090.001|T1105|T1553.004|T1553.006|T1566|T1573.001|T1574.001
S1183,StrelaStealer,"[StrelaStealer](https://attack.mitre.org/software/S1183) is an information stealer malware variant first identified in November 2022 and active through late 2024. [StrelaStealer](https://attack.mitre.org/software/S1183) focuses on the automated identification, collection, and exfiltration of email credentials from email clients such as Outlook and Thunderbird.(Citation: DCSO StrelaStealer 2022)(Citation: PaloAlto StrelaStealer 2024)(Citation: Fortgale StrelaStealer 2023)(Citation: IBM StrelaStea",StrelaStealer,T1001|T1020|T1027|T1027.002|T1027.013|T1027.015|T1027.016|T1036|T1036.003|T1036.005|T1036.008|T1041|T1059.001|T1059.003|T1059.007|T1071.001|T1082|T1105|T1119|T1132.001|T1140|T1204.002|T1218.011|T1480|T1480.002|T1497|T1518|T1552.001|T1552.002|T1553.002|T1566.001|T1574.001|T1614.001|T1622
S0531,Grandoreiro,"[Grandoreiro](https://attack.mitre.org/software/S0531) is a banking trojan written in Delphi that was first observed in 2016 and uses a Malware-as-a-Service (MaaS) business model. [Grandoreiro](https://attack.mitre.org/software/S0531) has confirmed victims in Brazil, Mexico, Portugal, and Spain.(Citation: Securelist Brazilian Banking Malware July 2020)(Citation: ESET Grandoreiro April 2020)",Grandoreiro,T1010|T1016|T1027.001|T1027.011|T1027.013|T1033|T1036.005|T1041|T1056.001|T1057|T1059.005|T1070.004|T1071.001|T1082|T1087.003|T1102.001|T1102.002|T1105|T1106|T1112|T1115|T1124|T1140|T1176.001|T1185|T1189|T1204.001|T1204.002|T1218.007|T1222.001|T1497.001|T1518.001|T1539|T1547.001|T1547.009|T1548.002|T1555.003|T1566.002|T1568.002|T1573.002|T1685|T1686|T1686.002
S0515,WellMail,"[WellMail](https://attack.mitre.org/software/S0515) is a lightweight malware written in Golang used by [APT29](https://attack.mitre.org/groups/G0016), similar in design and structure to [WellMess](https://attack.mitre.org/software/S0514).(Citation: CISA WellMail July 2020)(Citation: NCSC APT29 July 2020)",WellMail,T1005|T1016|T1033|T1095|T1105|T1140|T1560|T1571|T1573.002
S0513,LiteDuke,"[LiteDuke](https://attack.mitre.org/software/S0513) is a third stage backdoor that was used by [APT29](https://attack.mitre.org/groups/G0016), primarily in 2014-2015. [LiteDuke](https://attack.mitre.org/software/S0513) used the same dropper as [PolyglotDuke](https://attack.mitre.org/software/S0518), and was found on machines also compromised by [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019)",LiteDuke,T1012|T1016|T1027.002|T1027.003|T1033|T1070.004|T1071.001|T1082|T1105|T1140|T1497.003|T1518.001|T1547.001
S0188,Starloader,[Starloader](https://attack.mitre.org/software/S0188) is a loader component that has been observed loading [Felismus](https://attack.mitre.org/software/S0171) and associated tools. (Citation: Symantec Sowbug Nov 2017),Starloader,T1036.005|T1140
S0074,Sakula,[Sakula](https://attack.mitre.org/software/S0074) is a remote access tool (RAT) that first surfaced in 2012 and was used in intrusions throughout 2015. (Citation: Dell Sakula),Sakula|Sakurel|VIPER,T1027.013|T1059.003|T1070.004|T1071.001|T1105|T1218.011|T1543.003|T1547.001|T1548.002|T1573.001|T1574.001
S0636,VaporRage,[VaporRage](https://attack.mitre.org/software/S0636) is a shellcode downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021.(Citation: MSTIC Nobelium Toolset May 2021),VaporRage,T1071.001|T1105|T1140|T1480
S0169,RawPOS,"[RawPOS](https://attack.mitre.org/software/S0169) is a point-of-sale (POS) malware family that searches for cardholder data on victims. It has been in use since at least 2008. (Citation: Kroll RawPOS Jan 2017) (Citation: TrendMicro RawPOS April 2015) (Citation: Visa RawPOS March 2015) FireEye divides RawPOS into three components: FIENDCRY, DUEBREW, and DRIFTWOOD. (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",RawPOS|FIENDCRY|DUEBREW|DRIFTWOOD,T1005|T1036.004|T1074.001|T1543.003|T1560.003
S0589,Sibot,[Sibot](https://attack.mitre.org/software/S0589) is dual-purpose malware written in VBScript designed to achieve persistence on a compromised system as well as download and execute additional payloads. Microsoft discovered three [Sibot](https://attack.mitre.org/software/S0589) variants in early 2021 during its investigation of [APT29](https://attack.mitre.org/groups/G0016) and the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024).(Citation: MSTIC NOBELIUM Mar 2021),Sibot,T1012|T1016|T1027.010|T1027.011|T1036.005|T1047|T1049|T1053.005|T1059.005|T1070|T1070.004|T1071.001|T1102|T1105|T1112|T1140|T1218.005|T1218.011
S1013,ZxxZ,"[ZxxZ](https://attack.mitre.org/software/S1013) is a trojan written in Visual C++ that has been used by [BITTER](https://attack.mitre.org/groups/G1002) since at least August 2021, including against Bangladeshi government personnel.(Citation: Cisco Talos Bitter Bangladesh May 2022)",ZxxZ,T1005|T1012|T1027.013|T1033|T1036.004|T1053.005|T1057|T1082|T1105|T1106|T1140|T1204.002|T1518.001|T1566.001
S9016,Caminho,[Caminho](https://attack.mitre.org/software/S9016) is a downloader that has been used by threat actors since at least 2025 to deliver various strains of malware such as XWorm.(Citation: Zscaler BlindEagle DEC 2025),Caminho|VMDetectLoader,T1027.001|T1027.013|T1055.012|T1105|T1106|T1140
S1011,Tarrask,[Tarrask](https://attack.mitre.org/software/S1011) is malware that has been used by [HAFNIUM](https://attack.mitre.org/groups/G0125) since at least August 2021. [Tarrask](https://attack.mitre.org/software/S1011) was designed to evade digital defenses and maintain persistence by generating concealed scheduled tasks.(Citation: Tarrask scheduled task),Tarrask,T1036.004|T1036.005|T1053.005|T1059.003|T1112|T1134.001|T1564
S1197,GoBear,"[GoBear](https://attack.mitre.org/software/S1197) is a Go-based backdoor that abuses legitimate, stolen certificates for defense evasion purposes. [GoBear](https://attack.mitre.org/software/S1197) is exclusively linked to [Kimsuky](https://attack.mitre.org/groups/G0094) operations.(Citation: S2W Troll Stealer 2024)(Citation: Symantec Troll Stealer 2024)",GoBear,T1036.005|T1090|T1553.002
S0155,WINDSHIELD,[WINDSHIELD](https://attack.mitre.org/software/S0155) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050). (Citation: FireEye APT32 May 2017),WINDSHIELD,T1012|T1033|T1070.004|T1082|T1095
S0502,Drovorub,"[Drovorub](https://attack.mitre.org/software/S0502) is a Linux malware toolset comprised of an agent, client, server, and kernel modules, that has been used by [APT28](https://attack.mitre.org/groups/G0007).(Citation: NSA/FBI Drovorub August 2020)",Drovorub,T1005|T1014|T1027|T1041|T1059.004|T1070.004|T1071.001|T1090.001|T1095|T1105|T1140|T1547.006
S1019,Shark,[Shark](https://attack.mitre.org/software/S1019) is a backdoor malware written in C# and .NET that is an updated version of [Milan](https://attack.mitre.org/software/S1015); it has been used by [HEXANE](https://attack.mitre.org/groups/G1001) since at least July 2021.(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021),Shark,T1005|T1008|T1012|T1027.013|T1029|T1036.005|T1041|T1059.003|T1070.004|T1071.001|T1071.004|T1074|T1082|T1105|T1140|T1497.001|T1568.002
S0534,Bazar,"[Bazar](https://attack.mitre.org/software/S0534) is a downloader and backdoor that has been used since at least April 2020, with infections primarily against professional services, healthcare, manufacturing, IT, logistics and travel companies across the US and Europe. [Bazar](https://attack.mitre.org/software/S0534) reportedly has ties to [TrickBot](https://attack.mitre.org/software/S0266) campaigns and can be used to deploy additional malware, including ransomware, and to steal sensitive data.(",Bazar|KEGTAP|Team9|Bazaloader,T1005|T1008|T1012|T1016|T1018|T1027.002|T1027.007|T1027.013|T1033|T1036.004|T1036.005|T1036.007|T1047|T1053.005|T1055|T1055.012|T1055.013|T1057|T1059.001|T1059.003|T1070.004|T1070.009|T1071.001|T1082|T1083|T1087.001|T1087.002|T1102|T1104|T1105|T1106|T1124|T1135|T1140|T1197|T1204.001|T1482|T1497|T1497.003|T1518|T1518.001|T1547.001|T1547.004|T1547.009|T1553.002|T1566.002|T1568.002|T1573.001|T1573.002|T1614.001|T1685
S1108,PULSECHECK,[PULSECHECK](https://attack.mitre.org/software/S1108) is a web shell written in Perl that was used by [APT5](https://attack.mitre.org/groups/G1023) as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) companies.(Citation: Mandiant Pulse Secure Zero-Day April 2021),PULSECHECK,T1059.004|T1071.001|T1132.001|T1505.003
S0641,Kobalos,"[Kobalos](https://attack.mitre.org/software/S0641) is a multi-platform backdoor that can be used against Linux, FreeBSD, and Solaris. [Kobalos](https://attack.mitre.org/software/S0641) has been deployed against high profile targets, including high-performance computers, academic servers, an endpoint security vendor, and a large internet service provider; it has been found in Europe, North America, and Asia. [Kobalos](https://attack.mitre.org/software/S0641) was first identified in late 2019.(Cit",Kobalos,T1016|T1027|T1048|T1056|T1059.004|T1070.003|T1070.006|T1074|T1082|T1090.003|T1140|T1205|T1554|T1573.001|T1573.002
S0337,BadPatch,[BadPatch](https://attack.mitre.org/software/S0337) is a Windows Trojan that was used in a Gaza Hackers-linked campaign.(Citation: Unit 42 BadPatch Oct 2017),BadPatch,T1005|T1056.001|T1071.001|T1071.003|T1074.001|T1082|T1083|T1105|T1113|T1497.001|T1518.001|T1547.001
S0443,MESSAGETAP,"[MESSAGETAP](https://attack.mitre.org/software/S0443) is a data mining malware family deployed by [APT41](https://attack.mitre.org/groups/G0096) into telecommunications networks to monitor and save SMS traffic from specific phone numbers, IMSI numbers, or that contain specific keywords. (Citation: FireEye MESSAGETAP October 2019)",MESSAGETAP,T1040|T1049|T1070.004|T1074.001|T1083|T1119|T1140|T1560.003
S0241,RATANKBA,"[RATANKBA](https://attack.mitre.org/software/S0241) is a remote controller tool used by [Lazarus Group](https://attack.mitre.org/groups/G0032). [RATANKBA](https://attack.mitre.org/software/S0241) has been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education. [RATANKBA](https://attack.mit",RATANKBA,T1007|T1012|T1016|T1018|T1033|T1047|T1049|T1055.001|T1057|T1059.001|T1059.003|T1071.001|T1082|T1087.001|T1105
S1042,SUGARDUMP,"[SUGARDUMP](https://attack.mitre.org/software/S1042) is a proprietary browser credential harvesting tool that was used by UNC3890 during the [C0010](https://attack.mitre.org/campaigns/C0010) campaign. The first known [SUGARDUMP](https://attack.mitre.org/software/S1042) version was used since at least early 2021, a second SMTP C2 version was used from late 2021-early 2022, and a third HTTP C2 variant was used since at least April 2022.(Citation: Mandiant UNC3890 Aug 2022)",SUGARDUMP,T1036.004|T1036.005|T1041|T1053.005|T1071.001|T1071.003|T1074.001|T1083|T1204.002|T1217|T1518|T1555.003|T1560.003
